_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
536,GO-2021536282,2021,2021-03-23,1713,2021,2021-03-23,1713,D43,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,Gay,None,No,Uttering Threats - Bodily Harm,142,Woburn North (142),137,Woburn (137),No
537,GO-2021536170,2021,2021-03-23,1657,2021,2021-03-23,1657,D51,NA,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),No
538,GO-2021552518,2021,2021-03-25,2253,2021,2021-03-25,2253,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
539,GO-2021549299,2021,2021-03-25,1414,2021,2021-03-25,2043,D42,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,No,Mischief Under $5000,130,Milliken (130),130,Milliken (130),No
540,GO-2021548716,2021,2021-03-25,1242,2021,2021-03-25,1400,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
541,GO-2021548532,2021,2021-03-25,1215,2021,2021-03-25,1215,D14,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
542,GO-2021548577,2021,2021-03-25,830,2021,2021-03-25,1441,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,East/Southeast Asian,None,None,None,None,None,No,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
543,GO-2021547990,2021,2021-03-25,1045,2021,2021-03-25,1052,D13,NA,NO,NO,None,Indian,None,None,None,None,No,Criminal Harassment,094,Wychwood (94),094,Wychwood (94),No
544,GO-2021563236,2021,2021-03-26,1700,2021,2021-03-27,1431,D42,"Open Area, Park or Parking Lot",NO,NO,"Black, East/Southeast Asian",None,None,None,None,None,Yes,Mischief Under $5000,129,Agincourt North (129),129,Agincourt North (129),No
545,GO-2021606576,2021,2021-03-26,1,2021,2021-04-02,2043,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,No,Sexual Assault,027,York University Heights (27),027,York University Heights (27),No
546,GO-2021570861,2021,2021-03-27,1911,2021,2021-03-28,1911,D22,Public Transportation,NO,NO,"East/Southeast Asian, South Asian, Black",None,None,None,None,None,Yes,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
547,GO-2021574723,2021,2021-03-29,1124,2021,2021-03-29,1124,D42,Streets/Roadways/Highway,NO,NO,None,African,None,Muslim,None,None,Yes,Assault,144,Morningside Heights (144),131,Rouge (131),Yes
548,GO-2021581081,2021,2021-03-30,930,2021,2021-03-30,953,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,No,Assault,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
549,GO-2021582585,2021,2021-03-30,1318,2021,2021-03-30,1318,D22,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),Yes
550,GO-2021586684,2021,2021-03-31,35,2021,2021-03-31,40,D43,Public Transportation,NO,NO,Black,None,None,None,None,Transgender,Yes,Mischief Under $5000,136,West Hill (136),136,West Hill (136),Yes
551,GO-2021589948,2021,2021-03-31,1245,2021,2021-03-31,1308,D14,Business/Retail,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
552,GO-2021590369,2021,2021-03-31,1408,2021,2021-03-31,1408,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),Yes
553,GO-2021600062,2021,2021-04-01,1949,2021,2021-04-01,1949,D41,Public Transportation,NO,NO,None,Filipino,None,None,None,None,No,Assault,126,Dorset Park (126),126,Dorset Park (126),Yes
554,GO-2021598122,2021,2021-04-01,1420,2021,2021-04-01,2039,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,South Asian,None,None,None,None,None,No,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),No
555,GO-2021621742,2021,2021-04-03,1730,2021,2021-04-05,1434,D51,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,Woman,Yes,Mischief Interfere With Property,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
556,GO-2021624083,2021,2021-04-05,1750,2021,2021-04-05,1750,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,No,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),No
557,GO-2021627164,2021,2021-04-06,757,2021,2021-04-06,757,D13,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,None,Woman,No,Mischief Under $5000,101,Forest Hill South (101),101,Forest Hill South (101),No
558,GO-2021676930,2021,2021-04-09,410,2021,2021-04-09,603,D22,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,019,Long Branch (19),019,Long Branch (19),No
559,GO-2021653304,2021,2021-04-09,1825,2021,2021-04-09,1825,D32,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault With a Weapon,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),No
560,GO-2021668593,2021,2021-04-09,845,2021,2021-04-12,707,D14,Public Transportation,NO,NO,None,None,None,None,None,Woman,No,Assault,095,Annex (95),095,Annex (95),Yes
561,GO-2021666152,2021,2021-04-11,1826,2021,2021-04-11,1826,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,086,Roncesvalles (86),086,Roncesvalles (86),No
562,GO-2021666753,2021,2021-04-11,1830,2021,2021-04-11,2246,D55,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,061,Taylor-Massey (61),061,Taylor-Massey (61),No
563,GO-2021661692,2021,2021-04-11,114,2021,2021-04-11,114,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),Yes
564,GO-2021676887,2021,2021-04-11,1214,2021,2021-04-13,1101,D51,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
565,GO-20212011597,2021,2021-04-15,2100,2021,2021-10-19,1716,D33,Non-Commercial/Non for Profit,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault With a Weapon,053,Henry Farm (53),053,Henry Farm (53),No
566,GO-2021717805,2021,2021-04-19,1338,2021,2021-04-19,1338,D51,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,074,North St.James Town (74),074,North St.James Town (74),Yes
567,GO-2021764286,2021,2021-04-22,2000,2021,2021-04-26,1356,D55,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),No
568,GO-2021770439,2021,2021-04-27,1016,2021,2021-04-27,1016,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,None,Woman,No,Criminal Harassment,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),No
569,GO-2021933259,2021,2021-04-28,1400,2021,2021-05-20,1253,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,2SLGBTQ+,None,Yes,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),No
570,GO-2021788273,2021,2021-04-29,1941,2021,2021-04-29,1941,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,"Black, East/Southeast Asian",None,None,None,2SLGBTQ+,None,Yes,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
571,GO-2021791912,2021,2021-04-30,30,2021,2021-04-30,1126,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
572,GO-2021963450,2021,2021-04-30,900,2021,2021-05-24,1901,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,Israeli,None,None,None,None,No,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
573,GO-2021802780,2021,2021-05-01,2146,2021,2021-05-03,800,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Interfere With Property,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
574,GO-2021814585,2021,2021-05-02,1520,2021,2021-05-03,1853,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,No,Uttering Threats - Bodily Harm,048,Hillcrest Village (48),048,Hillcrest Village (48),No
575,GO-2021826960,2021,2021-05-05,1358,2021,2021-05-05,1358,D23,Public Transportation,NO,NO,None,None,None,Jewish,None,Woman,Yes,Mischief Under $5000,NSA,NSA,NSA,NSA,No
576,GO-2021826425,2021,2021-05-05,1240,2021,2021-05-05,1243,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
577,GO-2021859797,2021,2021-05-10,820,2021,2021-05-10,957,D53,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,173,North Toronto (173),104,Mount Pleasant West (104),Yes
578,GO-2021867624,2021,2021-05-10,2000,2021,2021-05-11,1431,D12,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,113,Weston (113),113,Weston (113),No
579,GO-2021870722,2021,2021-05-11,1821,2021,2021-05-11,1901,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),No
580,GO-2021862686,2021,2021-05-11,125,2021,2021-05-11,125,D23,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,None,None,None,Muslim,None,None,No,Uttering Threats - Bodily Harm,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),No
581,GO-2021865578,2021,2021-05-11,349,2021,2021-05-11,349,D55,Public Transportation,NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),No
582,GO-2021892509,2021,2021-05-14,1110,2021,2021-05-14,1737,D22,Government Building,NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),Yes
583,GO-2021890663,2021,2021-05-14,1318,2021,2021-05-14,1611,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,Israeli,None,Jewish,None,None,Yes,Harassing Communications,033,Clanton Park (33),033,Clanton Park (33),No
584,GO-2021898349,2021,2021-05-15,450,2021,2021-05-15,1602,D31,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,021,Humber Summit (21),021,Humber Summit (21),No
585,GO-2021900998,2021,2021-05-15,2200,2021,2021-05-15,2254,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
586,GO-2021900425,2021,2021-05-15,2025,2021,2021-05-15,2045,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),Yes
587,GO-2021903644,2021,2021-05-15,1530,2021,2021-05-16,1315,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Assault With a Weapon,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
588,GO-2021907262,2021,2021-05-15,2100,2021,2021-05-16,2125,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
589,GO-2021911402,2021,2021-05-17,1100,2021,2021-05-17,1531,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
590,GO-2021913458,2021,2021-05-17,1745,2021,2021-05-17,1745,D11,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,088,High Park North (88),088,High Park North (88),No
591,GO-2021921486,2021,2021-05-18,1755,2021,2021-05-18,2017,D11,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,087,High Park-Swansea (87),087,High Park-Swansea (87),No
592,GO-2021927369,2021,2021-05-19,1430,2021,2021-05-19,1722,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),No
593,GO-2021957429,2021,2021-05-23,1910,2021,2021-05-23,1910,D51,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
594,GO-2021962565,2021,2021-05-24,1520,2021,2021-05-24,1532,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Assault,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),No
595,GO-2021962023,2021,2021-05-24,1240,2021,2021-05-24,1605,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
596,GO-2021992486,2021,2021-05-28,1452,2021,2021-05-28,1840,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,"Black, East/Southeast Asian",None,None,None,None,None,Yes,Harassing Communications,036,Newtonbrook West (36),036,Newtonbrook West (36),No
597,GO-20211013649,2021,2021-05-31,2025,2021,2021-05-31,2146,D51,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
598,GO-20211009522,2021,2021-05-31,1135,2021,2021-05-31,1135,D43,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,None,None,Woman,No,Mischief Under $5000,136,West Hill (136),136,West Hill (136),No
599,GO-20211023985,2021,2021-06-01,900,2021,2021-06-02,1046,D53,"Open Area, Park or Parking Lot",NO,NO,None,Arab,None,None,None,None,No,Mischief Under $5000,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),No
600,GO-20211021710,2021,2021-06-01,1400,2021,2021-06-01,1439,NSA,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault Causing Bodily Harm,NSA,NSA,NSA,NSA,Yes
601,GO-20211035664,2021,2021-06-03,2152,2021,2021-06-03,2153,D52,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,No,Assault With a Weapon,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
602,GO-20211031689,2021,2021-06-03,1152,2021,2021-06-03,1152,D41,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Assault Causing Bodily Harm,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),Yes
603,GO-20211060149,2021,2021-06-04,1400,2021,2021-06-07,1040,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Theft,116,Steeles (116),116,Steeles (116),No
604,GO-20211054816,2021,2021-06-05,2307,2021,2021-06-06,1300,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,No,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
605,GO-20211052702,2021,2021-06-05,2300,2021,2021-06-06,839,D13,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),No
606,GO-20211054257,2021,2021-06-05,1530,2021,2021-06-06,1330,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
607,GO-20211059733,2021,2021-06-06,455,2021,2021-06-07,938,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,None,Gay,None,Yes,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
608,GO-20211061711,2021,2021-06-07,1425,2021,2021-06-07,1426,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
609,GO-20211188693,2021,2021-06-07,1045,2021,2021-06-25,932,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
610,GO-20211069624,2021,2021-06-08,1523,2021,2021-06-08,1559,D31,Public Transportation,NO,NO,East/Southeast Asian,None,None,Jewish,None,None,Yes,Mischief Under $5000,024,Black Creek (24),024,Black Creek (24),No
611,GO-20211070343,2021,2021-06-08,1700,2021,2021-06-08,1718,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,No,Assault With a Weapon,083,Dufferin Grove (83),083,Dufferin Grove (83),No
612,GO-20211074425,2021,2021-06-09,923,2021,2021-06-09,923,D53,Streets/Roadways/Highway,NO,NO,None,None,Tamil,None,None,None,No,Criminal Harassment,173,North Toronto (173),104,Mount Pleasant West (104),No
613,GO-20211073749,2021,2021-06-09,728,2021,2021-06-09,728,D33,"Open Area, Park or Parking Lot",NO,NO,None,Chinese,None,None,None,None,No,Assault With a Weapon,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),No
614,GO-20211117265,2021,2021-06-10,700,2021,2021-06-15,951,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,Gay,None,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
615,GO-20211766433,2021,2021-06-12,320,2021,2021-09-15,320,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Gay,None,No,Criminal Harassment,086,Roncesvalles (86),086,Roncesvalles (86),Yes
616,GO-20211124805,2021,2021-06-15,1001,2021,2021-06-16,1022,D13,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Criminal Harassment,094,Wychwood (94),094,Wychwood (94),Yes
617,GO-20211138631,2021,2021-06-18,833,2021,2021-06-18,833,D31,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),No
618,GO-20211144896,2021,2021-06-18,2128,2021,2021-06-19,33,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),Yes
619,GO-20211139526,2021,2021-06-18,830,2021,2021-06-21,603,D11,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),No
620,GO-20211153112,2021,2021-06-19,830,2021,2021-06-20,822,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),No
