_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1591,GO-20241364340,2024,2024-06-22,2200,2024,2024-06-22,2214,D41,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Hindu,None,None,No,Assault With a Weapon,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),No
1592,GO-20241393272,2024,2024-06-22,2100,2024,2024-06-26,1310,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2Slgbtq+,None,No,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),No
1593,GO-20241366597,2024,2024-06-23,800,2024,2024-06-23,819,D52,Business/Retail,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
1594,GO-20241378382,2024,2024-06-24,1715,2024,2024-06-24,1715,D11,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,Gay,None,No,Assault,090,Junction Area (90),090,Junction Area (90),Yes
1595,GO-20241397755,2024,2024-06-26,2315,2024,2024-06-26,2315,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2Slgbtq+,None,No,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),No
1596,GO-20241408280,2024,2024-06-27,2300,2024,2024-06-28,920,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),No
1597,GO-20241413971,2024,2024-06-28,2149,2024,2024-06-28,2149,D51,Public Transportation,NO,NO,None,Afghan,None,None,Lesbian,None,Yes,Assault,072,Regent Park (72),072,Regent Park (72),No
1598,GO-20241424403,2024,2024-06-30,314,2024,2024-06-30,908,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
1599,GO-20241427262,2024,2024-06-30,1622,2024,2024-06-30,1658,D32,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,No,Assault With a Weapon,151,Yonge-Doris (151),051,Willowdale East (51),No
1600,GO-20241424244,2024,2024-06-30,840,2024,2024-06-30,840,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",036,Newtonbrook West (36),036,Newtonbrook West (36),No
1601,GO-20241428206,2024,2024-06-30,1850,2024,2024-06-30,1911,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2Slgbtq+,None,No,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),No
1602,GO-20241435674,2024,2024-07-01,1906,2024,2024-07-01,1906,D52,"Open Area, Park or Parking Lot",NO,NO,None,Indian,None,None,None,None,No,Criminal Harassment,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),Yes
1603,GO-20241437940,2024,2024-07-02,159,2024,2024-07-02,159,D52,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
1604,GO-20241444557,2024,2024-07-02,1935,2024,2024-07-02,1944,D32,Public Transportation,NO,NO,None,Indian,None,None,None,None,No,Assault,033,Clanton Park (33),033,Clanton Park (33),Yes
1605,GO-20249034470,2024,2024-07-03,1040,2024,2024-07-03,1043,D32,Public Transportation,NO,NO,None,Israeli,None,None,None,None,No,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),No
1606,GO-20241458682,2024,2024-07-04,1435,2024,2024-07-04,1435,D13,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,No,Mischief Under $5000,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),No
1607,GO-20241459167,2024,2024-07-04,800,2024,2024-07-04,1538,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),No
1608,GO-20241599716,2024,2024-07-04,1714,2024,2024-07-22,1714,D11,Business/Retail,NO,NO,None,None,None,None,2Slgbtq+,None,No,Uttering Threats - Bodily Harm,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),No
1609,GO-20241469986,2024,2024-07-05,2106,2024,2024-07-05,2106,D51,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Hindu,None,None,No,Uttering Threats - Bodily Harm,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),Yes
1610,GO-20241465309,2024,2024-07-05,1045,2024,2024-07-05,1056,D12,Streets/Roadways/Highway,NO,NO,None,Somali,None,None,None,None,No,Assault With a Weapon,113,Weston (113),113,Weston (113),No
1611,GO-20241473280,2024,2024-07-06,530,2024,2024-07-06,1033,D32,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),No
1612,GO-20241476171,2024,2024-07-06,1010,2024,2024-07-06,1741,D43,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),No
1613,GO-20241480242,2024,2024-07-07,814,2024,2024-07-07,814,D52,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1614,GO-20241493122,2024,2024-07-08,2122,2024,2024-07-08,2122,D11,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),Yes
1615,GO-20241489021,2024,2024-07-08,1115,2024,2024-07-08,1201,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,None,2Slgbtq+,None,No,Assault,027,York University Heights (27),027,York University Heights (27),No
1616,GO-20241485962,2024,2024-07-08,30,2024,2024-07-08,45,D52,Streets/Roadways/Highway,NO,NO,None,Indian,None,None,None,None,No,Assault,079,University (79),079,University (79),No
1617,GO-20241655081,2024,2024-07-09,0,2024,2024-07-29,1910,D23,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),No
1618,GO-20241524597,2024,2024-07-12,30,2024,2024-07-12,2134,D53,Streets/Roadways/Highway,NO,NO,None,Indian,None,None,None,None,No,Assault Causing Bodily Harm,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),Yes
1619,GO-20241518045,2024,2024-07-12,350,2024,2024-07-12,350,D23,Streets/Roadways/Highway,NO,NO,None,None,None,None,2Slgbtq+,None,No,Assault,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),No
1620,GO-20241621328,2024,2024-07-13,630,2024,2024-07-25,1423,D14,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,None,No,Assault,079,University (79),079,University (79),Yes
1621,GO-20241533851,2024,2024-07-14,320,2024,2024-07-14,516,D51,Business/Retail,NO,NO,None,None,None,None,2Slgbtq+,None,No,Assault,073,Moss Park (73),073,Moss Park (73),Yes
1622,GO-20241555684,2024,2024-07-16,1951,2024,2024-07-16,2148,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1623,GO-20241555849,2024,2024-07-16,2200,2024,2024-07-16,2217,D42,Streets/Roadways/Highway,NO,NO,None,None,None,Sikh,None,None,No,Robbery,116,Steeles (116),116,Steeles (116),No
1624,GO-20241549220,2024,2024-07-16,816,2024,2024-07-16,816,D53,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,095,Annex (95),095,Annex (95),No
1625,GO-20241569048,2024,2024-07-17,1130,2024,2024-07-18,1615,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),No
1626,GO-20241565701,2024,2024-07-18,725,2024,2024-07-18,731,D12,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,No,Assault,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),Yes
1627,GO-20241573868,2024,2024-07-18,1030,2024,2024-07-19,916,D14,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,079,University (79),079,University (79),No
1628,GO-20241569818,2024,2024-07-18,1800,2024,2024-07-18,1809,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),No
1629,GO-20241568645,2024,2024-07-18,1500,2024,2024-07-18,1826,D14,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Assault,095,Annex (95),095,Annex (95),No
1630,GO-20241569076,2024,2024-07-18,1345,2024,2024-07-18,1618,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),No
1631,GO-20241583254,2024,2024-07-20,1355,2024,2024-07-20,1534,D33,Public Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,NA,047,Don Valley Village (47),047,Don Valley Village (47),No
1632,GO-20241593253,2024,2024-07-21,2133,2024,2024-07-21,2133,D53,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2Slgbtq+,None,No,Theft,095,Annex (95),095,Annex (95),No
1633,GO-20241591751,2024,2024-07-21,1735,2024,2024-07-21,1910,D11,NA,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,088,High Park North (88),088,High Park North (88),No
1634,GO-20241594240,2024,2024-07-22,100,2024,2024-07-22,103,D11,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,No,Assault With a Weapon,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),Yes
1635,GO-20241598170,2024,2024-07-22,1230,2024,2024-07-22,1340,D53,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
1636,GO-20241675598,2024,2024-07-27,1149,2024,2024-08-01,1142,D52,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
1637,GO-20241662343,2024,2024-07-30,1810,2024,2024-07-30,1810,D31,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
1638,GO-20241729178,2024,2024-07-31,1742,2024,2024-08-08,711,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,No,This should be removed,136,West Hill (136),136,West Hill (136),No
1639,GO-20241665107,2024,2024-07-31,330,2024,2024-07-31,333,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,Arson,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
1640,GO-20241664968,2024,2024-07-31,240,2024,2024-07-31,312,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,Arson,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),Yes
1641,GO-20241723236,2024,2024-08-01,800,2024,2024-08-07,1247,D32,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
1642,GO-20241691357,2024,2024-08-03,1011,2024,2024-08-03,1011,D52,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,No,Assault With a Weapon,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),Yes
1643,GO-20241703709,2024,2024-08-04,1934,2024,2024-08-04,2147,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,095,Annex (95),095,Annex (95),Yes
1644,GO-20241700471,2024,2024-08-04,1331,2024,2024-08-04,1331,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),No
1645,GO-20241700522,2024,2024-08-04,1349,2024,2024-08-04,1349,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",034,Bathurst Manor (34),034,Bathurst Manor (34),No
1646,GO-20241701601,2024,2024-08-04,1230,2024,2024-08-04,2029,D14,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
1647,GO-20241719462,2024,2024-08-06,500,2024,2024-08-07,1,D43,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,Gay,None,Yes,Mischief Under $5000,135,Morningside (135),135,Morningside (135),No
1648,GO-20241726852,2024,2024-08-07,2021,2024,2024-08-07,2021,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1649,GO-20241725345,2024,2024-08-07,1645,2024,2024-08-08,1030,D33,Other Commercial / Corporate Places ,NO,NO,None,Chinese,None,None,None,None,No,Assault With a Weapon,047,Don Valley Village (47),047,Don Valley Village (47),Yes
1650,GO-20241730864,2024,2024-08-08,1129,2024,2024-08-08,1129,D55,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,069,Blake-Jones (69),069,Blake-Jones (69),No
1651,GO-20241763931,2024,2024-08-08,1941,2024,2024-08-12,1941,D22,Streets/Roadways/Highway,NO,NO,White,None,None,None,None,None,No,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
1652,GO-20241754433,2024,2024-08-10,1630,2024,2024-08-11,1452,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Criminal Harassment,063,The Beaches (63),063,The Beaches (63),Yes
1653,GO-20241760357,2024,2024-08-12,1040,2024,2024-08-12,1047,D22,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,015,Kingsway South (15),015,Kingsway South (15),Yes
1654,GO-20241771041,2024,2024-08-13,1740,2024,2024-08-13,1804,D31,Public Transportation,NO,NO,None,Indian,None,None,None,None,No,Assault,027,York University Heights (27),027,York University Heights (27),Yes
1655,GO-20241785827,2024,2024-08-13,1257,2024,2024-08-17,1019,D11,Public Transportation,NO,NO,None,Ukrainian,None,Jewish,None,None,Yes,This should be removed,088,High Park North (88),088,High Park North (88),Yes
1656,GO-20241778275,2024,2024-08-14,1500,2024,2024-08-14,1611,D41,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,South Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,157,Bendale South (157),127,Bendale (127),No
1657,GO-20241790032,2024,2024-08-15,2330,2024,2024-08-16,613,D14,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),No
1658,GO-20241837908,2024,2024-08-15,2220,2024,2024-08-22,1211,D52,Other Commercial / Corporate Places ,NO,NO,None,None,None,None,Lesbian,None,No,Assault With a Weapon,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),Yes
1659,GO-20241794295,2024,2024-08-16,1706,2024,2024-08-16,1706,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1660,GO-20241801046,2024,2024-08-17,1516,2024,2024-08-17,1516,D55,Business/Retail,NO,NO,Black,None,None,None,None,None,No,Assault With a Weapon,063,The Beaches (63),063,The Beaches (63),No
1661,GO-20241810520,2024,2024-08-17,44,2024,2024-08-18,2159,D14,NA,NO,NO,None,None,None,Buddhist,None,None,No,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),No
1662,GO-20241844459,2024,2024-08-18,630,2024,2024-08-23,1017,D11,Public Transportation,NO,NO,South Asian,None,None,None,None,None,No,Assault With a Weapon,087,High Park-Swansea (87),087,High Park-Swansea (87),No
1663,GO-20241816298,2024,2024-08-19,1705,2024,2024-08-19,1716,D52,Streets/Roadways/Highway,NO,NO,None,African,None,None,None,None,No,Robbery,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1664,GO-20241836722,2024,2024-08-20,1621,2024,2024-08-20,1621,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1665,GO-20241825267,2024,2024-08-20,2029,2024,2024-08-20,2029,D53,"Open Area, Park or Parking Lot",NO,NO,None,Chinese,None,None,None,None,No,Assault,173,North Toronto (173),104,Mount Pleasant West (104),No
1666,GO-20241844687,2024,2024-08-20,700,2024,2024-08-23,1103,D11,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Assault,088,High Park North (88),088,High Park North (88),No
1667,GO-20241830659,2024,2024-08-21,1427,2024,2024-08-21,1427,D11,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
1668,GO-20241847641,2024,2024-08-22,0,2024,2024-08-23,1718,D14,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
1669,GO-20241849688,2024,2024-08-23,2305,2024,2024-08-23,2305,D14,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),Yes
1670,GO-20241845937,2024,2024-08-23,1333,2024,2024-08-23,1333,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,136,West Hill (136),136,West Hill (136),No
1671,GO-20241863263,2024,2024-08-25,1900,2024,2024-08-25,2006,D22,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
1672,GO-20241858067,2024,2024-08-25,247,2024,2024-08-25,247,D14,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,No,Assault,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),No
1673,GO-20241872584,2024,2024-08-26,2206,2024,2024-08-26,2323,D33,Non-Commercial/Non for Profit,NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,048,Hillcrest Village (48),048,Hillcrest Village (48),No
1674,GO-20242148922,2024,2024-08-26,1003,2024,2024-10-01,836,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),No
1675,GO-20241879562,2024,2024-08-27,1900,2024,2024-08-27,1916,D22,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,2Slgbtq+,None,Yes,Mischief Under $5000,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),No
1676,GO-20241888669,2024,2024-08-28,2145,2024,2024-08-28,2145,D52,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,None,No,Assault With a Weapon,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),Yes
1677,GO-20241884538,2024,2024-08-28,1200,2024,2024-08-28,1209,D43,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",139,Scarborough Village (139),139,Scarborough Village (139),No
1678,GO-20241883384,2024,2024-08-28,930,2024,2024-08-28,930,D13,Religious Place of Worship/Cultural Centre,NO,NO,None,Israeli,None,None,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",107,Oakwood Village (107),107,Oakwood Village (107),No
1679,GO-20241985177,2024,2024-08-30,0,2024,2024-09-03,1610,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,113,Weston (113),113,Weston (113),No
1680,GO-20241900622,2024,2024-08-30,1200,2024,2024-08-30,1223,D14,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),No
1681,GO-20241900452,2024,2024-08-30,854,2024,2024-08-30,1158,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1682,GO-20242165199,2024,2024-08-31,1930,2024,2024-09-04,816,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,079,University (79),079,University (79),No
1683,GO-20241917192,2024,2024-09-01,1522,2024,2024-09-01,1522,D14,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),Yes
1684,GO-20241942325,2024,2024-09-02,1,2024,2024-09-04,1948,D22,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Catholic,None,None,No,Mischief Under $5000,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),No
1685,GO-20241932376,2024,2024-09-03,1445,2024,2024-09-03,1614,D32,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
1686,GO-20241939244,2024,2024-09-04,1331,2024,2024-09-04,1331,D53,Other Commercial / Corporate Places ,NO,NO,None,None,None,Muslim,None,None,No,Assault,099,Mount Pleasant East (99),099,Mount Pleasant East (99),Yes
1687,GO-2024241947923,2024,2024-09-05,1443,2024,2024-09-05,1637,D41,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,124,Kennedy Park (124),124,Kennedy Park (124),No
1688,GO-20241956994,2024,2024-09-06,1700,2024,2024-09-06,1700,D53,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,096,Casa Loma (96),096,Casa Loma (96),No
1689,GO-20241952157,2024,2024-09-06,211,2024,2024-09-06,211,D43,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,No,Mischief Under $5000,140,Guildwood (140),140,Guildwood (140),No
1690,GO-20241953958,2024,2024-09-06,1009,2024,2024-09-06,1009,D13,Streets/Roadways/Highway,NO,NO,None,Israeli,None,None,None,None,No,Mischief Under $5000,102,Forest Hill North (102),102,Forest Hill North (102),No
1691,GO-20241971595,2024,2024-09-07,2300,2024,2024-09-08,1728,D14,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Assault With a Weapon,086,Roncesvalles (86),086,Roncesvalles (86),No
1692,GO-20241997936,2024,2024-09-11,2230,2024,2024-09-11,2233,D11,Public Transportation,NO,NO,South Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,083,Dufferin Grove (83),083,Dufferin Grove (83),Yes
1693,GO-20241994123,2024,2024-09-11,1130,2024,2024-09-11,1345,D12,Business/Retail,NO,NO,South Asian,None,None,None,None,None,No,Assault With a Weapon,028,Rustic (28),028,Rustic (28),No
1694,GO-20242005460,2024,2024-09-12,2119,2024,2024-09-12,2119,D53,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Assault,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
1695,GO-20242005239,2024,2024-09-12,2037,2024,2024-09-12,2037,D52,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1696,GO-20241999287,2024,2024-09-12,628,2024,2024-09-12,628,D52,NA,NO,NO,South Asian,None,None,None,None,None,No,Assault,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1697,GO-20242004000,2024,2024-09-12,1100,2024,2024-09-12,1727,D52,Other Commercial / Corporate Places ,NO,NO,South Asian,None,None,None,None,None,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1698,GO-20242005220,2024,2024-09-12,2034,2024,2024-09-12,2034,D14,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,079,University (79),079,University (79),No
1699,GO-20242025983,2024,2024-09-13,2000,2024,2024-09-15,1539,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
1700,GO-20242035036,2024,2024-09-15,1412,2024,2024-09-16,1731,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),Yes
1701,GO-20242035980,2024,2024-09-16,1943,2024,2024-09-16,1943,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
1702,GO-20242033918,2024,2024-09-16,1521,2024,2024-09-16,1521,D13,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
1703,GO-20242031185,2024,2024-09-16,941,2024,2024-09-16,941,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
1704,GO-20242033653,2024,2024-09-16,1445,2024,2024-09-16,1445,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),No
1705,GO-20242031478,2024,2024-09-16,1015,2024,2024-09-16,1020,D41,Streets/Roadways/Highway,NO,NO,None,None,None,Other Christian Religion,None,None,No,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),Yes
1706,GO-20242040936,2024,2024-09-16,1240,2024,2024-09-17,1255,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1707,GO-20242055498,2024,2024-09-16,1200,2024,2024-09-19,1203,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),No
